x,y,value_dec,value_hex,low16,high16
82,1,68,0x00000044,68,0
83,1,68,0x00000044,68,0
84,1,68,0x00000044,68,0
85,1,68,0x00000044,68,0
86,1,68,0x00000044,68,0
87,1,68,0x00000044,68,0
88,1,68,0x00000044,68,0
89,1,68,0x00000044,68,0
90,1,68,0x00000044,68,0
91,1,68,0x00000044,68,0
92,1,68,0x00000044,68,0
93,1,68,0x00000044,68,0
94,1,68,0x00000044,68,0
95,1,68,0x00000044,68,0
96,1,68,0x00000044,68,0
97,1,68,0x00000044,68,0
98,1,68,0x00000044,68,0
99,1,68,0x00000044,68,0
100,1,68,0x00000044,68,0
101,1,68,0x00000044,68,0
102,1,68,0x00000044,68,0
103,1,68,0x00000044,68,0
104,1,68,0x00000044,68,0
105,1,68,0x00000044,68,0
106,1,68,0x00000044,68,0
107,1,68,0x00000044,68,0
108,1,68,0x00000044,68,0
109,1,68,0x00000044,68,0
110,1,68,0x00000044,68,0
111,1,68,0x00000044,68,0
112,1,68,0x00000044,68,0
113,1,68,0x00000044,68,0
114,1,68,0x00000044,68,0
115,1,68,0x00000044,68,0
116,1,68,0x00000044,68,0
117,1,68,0x00000044,68,0
118,1,68,0x00000044,68,0
119,1,68,0x00000044,68,0
120,1,68,0x00000044,68,0
121,1,68,0x00000044,68,0
122,1,68,0x00000044,68,0
123,1,68,0x00000044,68,0
124,1,68,0x00000044,68,0
125,1,68,0x00000044,68,0
126,1,68,0x00000044,68,0
127,1,68,0x00000044,68,0
0,2,68,0x00000044,68,0
1,2,68,0x00000044,68,0
2,2,68,0x00000044,68,0
3,2,68,0x00000044,68,0
4,2,68,0x00000044,68,0
5,2,68,0x00000044,68,0
6,2,68,0x00000044,68,0
7,2,68,0x00000044,68,0
8,2,68,0x00000044,68,0
9,2,68,0x00000044,68,0
10,2,68,0x00000044,68,0
11,2,68,0x00000044,68,0
12,2,68,0x00000044,68,0
13,2,68,0x00000044,68,0
14,2,68,0x00000044,68,0
15,2,68,0x00000044,68,0
16,2,68,0x00000044,68,0
17,2,68,0x00000044,68,0
18,2,68,0x00000044,68,0
19,2,68,0x00000044,68,0
20,2,68,0x00000044,68,0
21,2,68,0x00000044,68,0
22,2,68,0x00000044,68,0
23,2,68,0x00000044,68,0
24,2,68,0x00000044,68,0
25,2,68,0x00000044,68,0
26,2,68,0x00000044,68,0
27,2,68,0x00000044,68,0
28,2,68,0x00000044,68,0
29,2,68,0x00000044,68,0
30,2,68,0x00000044,68,0
31,2,68,0x00000044,68,0
32,2,68,0x00000044,68,0
33,2,68,0x00000044,68,0
34,2,68,0x00000044,68,0
35,2,68,0x00000044,68,0
36,2,68,0x00000044,68,0
37,2,68,0x00000044,68,0
38,2,68,0x00000044,68,0
39,2,68,0x00000044,68,0
40,2,68,0x00000044,68,0
41,2,68,0x00000044,68,0
42,2,68,0x00000044,68,0
43,2,68,0x00000044,68,0
44,2,68,0x00000044,68,0
45,2,68,0x00000044,68,0
46,2,68,0x00000044,68,0
47,2,68,0x00000044,68,0
48,2,68,0x00000044,68,0
49,2,68,0x00000044,68,0
50,2,68,0x00000044,68,0
51,2,68,0x00000044,68,0
52,2,68,0x00000044,68,0
53,2,68,0x00000044,68,0
54,2,68,0x00000044,68,0
55,2,68,0x00000044,68,0
56,2,68,0x00000044,68,0
57,2,68,0x00000044,68,0
58,2,68,0x00000044,68,0
59,2,68,0x00000044,68,0
60,2,68,0x00000044,68,0
61,2,68,0x00000044,68,0
62,2,68,0x00000044,68,0
63,2,68,0x00000044,68,0
64,2,68,0x00000044,68,0
65,2,68,0x00000044,68,0
66,2,68,0x00000044,68,0
67,2,68,0x00000044,68,0
68,2,68,0x00000044,68,0
69,2,68,0x00000044,68,0
70,2,68,0x00000044,68,0
71,2,68,0x00000044,68,0
72,2,68,0x00000044,68,0
73,2,68,0x00000044,68,0
74,2,68,0x00000044,68,0
75,2,68,0x00000044,68,0
76,2,68,0x00000044,68,0
77,2,68,0x00000044,68,0
78,2,68,0x00000044,68,0
79,2,68,0x00000044,68,0
80,2,68,0x00000044,68,0
81,2,68,0x00000044,68,0
82,2,68,0x00000044,68,0
83,2,68,0x00000044,68,0
84,2,68,0x00000044,68,0
85,2,68,0x00000044,68,0
86,2,68,0x00000044,68,0
87,2,68,0x00000044,68,0
88,2,68,0x00000044,68,0
89,2,68,0x00000044,68,0
90,2,68,0x00000044,68,0
91,2,68,0x00000044,68,0
92,2,68,0x00000044,68,0
93,2,68,0x00000044,68,0
94,2,68,0x00000044,68,0
95,2,68,0x00000044,68,0
96,2,68,0x00000044,68,0
97,2,68,0x00000044,68,0
98,2,68,0x00000044,68,0
99,2,68,0x00000044,68,0
100,2,68,0x00000044,68,0
101,2,68,0x00000044,68,0
102,2,68,0x00000044,68,0
103,2,68,0x00000044,68,0
104,2,68,0x00000044,68,0
105,2,68,0x00000044,68,0
106,2,68,0x00000044,68,0
107,2,68,0x00000044,68,0
108,2,68,0x00000044,68,0
109,2,68,0x00000044,68,0
110,2,68,0x00000044,68,0
111,2,68,0x00000044,68,0
112,2,68,0x00000044,68,0
113,2,68,0x00000044,68,0
114,2,68,0x00000044,68,0
115,2,68,0x00000044,68,0
116,2,68,0x00000044,68,0
117,2,68,0x00000044,68,0
118,2,68,0x00000044,68,0
119,2,68,0x00000044,68,0
120,2,68,0x00000044,68,0
121,2,68,0x00000044,68,0
122,2,68,0x00000044,68,0
123,2,68,0x00000044,68,0
124,2,68,0x00000044,68,0
125,2,68,0x00000044,68,0
126,2,68,0x00000044,68,0
127,2,68,0x00000044,68,0
0,3,68,0x00000044,68,0
1,3,68,0x00000044,68,0
2,3,68,0x00000044,68,0
3,3,68,0x00000044,68,0
4,3,68,0x00000044,68,0
5,3,68,0x00000044,68,0
6,3,68,0x00000044,68,0
7,3,68,0x00000044,68,0
8,3,68,0x00000044,68,0
9,3,68,0x00000044,68,0
10,3,68,0x00000044,68,0
11,3,68,0x00000044,68,0
12,3,68,0x00000044,68,0
13,3,68,0x00000044,68,0
14,3,68,0x00000044,68,0
15,3,68,0x00000044,68,0
16,3,68,0x00000044,68,0
17,3,68,0x00000044,68,0
18,3,68,0x00000044,68,0
19,3,68,0x00000044,68,0
20,3,68,0x00000044,68,0
21,3,68,0x00000044,68,0
22,3,68,0x00000044,68,0
23,3,68,0x00000044,68,0
24,3,68,0x00000044,68,0
25,3,68,0x00000044,68,0
26,3,68,0x00000044,68,0
27,3,68,0x00000044,68,0
28,3,68,0x00000044,68,0
29,3,68,0x00000044,68,0
30,3,68,0x00000044,68,0
31,3,68,0x00000044,68,0
32,3,68,0x00000044,68,0
33,3,68,0x00000044,68,0
34,3,68,0x00000044,68,0
35,3,68,0x00000044,68,0
36,3,68,0x00000044,68,0
37,3,68,0x00000044,68,0
38,3,68,0x00000044,68,0
39,3,68,0x00000044,68,0
40,3,68,0x00000044,68,0
41,3,68,0x00000044,68,0
42,3,68,0x00000044,68,0
43,3,68,0x00000044,68,0
44,3,68,0x00000044,68,0
45,3,68,0x00000044,68,0
46,3,68,0x00000044,68,0
47,3,68,0x00000044,68,0
48,3,68,0x00000044,68,0
49,3,68,0x00000044,68,0
50,3,68,0x00000044,68,0
51,3,68,0x00000044,68,0
52,3,68,0x00000044,68,0
53,3,68,0x00000044,68,0
54,3,68,0x00000044,68,0
55,3,68,0x00000044,68,0
56,3,68,0x00000044,68,0
57,3,68,0x00000044,68,0
58,3,68,0x00000044,68,0
59,3,68,0x00000044,68,0
60,3,68,0x00000044,68,0
61,3,68,0x00000044,68,0
62,3,68,0x00000044,68,0
63,3,68,0x00000044,68,0
64,3,68,0x00000044,68,0
65,3,68,0x00000044,68,0
66,3,68,0x00000044,68,0
67,3,68,0x00000044,68,0
68,3,68,0x00000044,68,0
69,3,68,0x00000044,68,0
70,3,68,0x00000044,68,0
71,3,68,0x00000044,68,0
72,3,68,0x00000044,68,0
73,3,68,0x00000044,68,0
74,3,68,0x00000044,68,0
75,3,68,0x00000044,68,0
76,3,68,0x00000044,68,0
77,3,68,0x00000044,68,0
78,3,68,0x00000044,68,0
79,3,68,0x00000044,68,0
80,3,68,0x00000044,68,0
81,3,68,0x00000044,68,0
82,3,68,0x00000044,68,0
83,3,68,0x00000044,68,0
84,3,68,0x00000044,68,0
85,3,68,0x00000044,68,0
86,3,68,0x00000044,68,0
87,3,68,0x00000044,68,0
88,3,68,0x00000044,68,0
89,3,68,0x00000044,68,0
90,3,68,0x00000044,68,0
91,3,68,0x00000044,68,0
92,3,68,0x00000044,68,0
93,3,68,0x00000044,68,0
94,3,68,0x00000044,68,0
95,3,68,0x00000044,68,0
96,3,68,0x00000044,68,0
97,3,68,0x00000044,68,0
98,3,68,0x00000044,68,0
99,3,68,0x00000044,68,0
100,3,68,0x00000044,68,0
101,3,68,0x00000044,68,0
102,3,68,0x00000044,68,0
103,3,68,0x00000044,68,0
104,3,68,0x00000044,68,0
105,3,68,0x00000044,68,0
106,3,68,0x00000044,68,0
107,3,68,0x00000044,68,0
108,3,68,0x00000044,68,0
109,3,68,0x00000044,68,0
110,3,68,0x00000044,68,0
111,3,68,0x00000044,68,0
112,3,68,0x00000044,68,0
113,3,68,0x00000044,68,0
114,3,68,0x00000044,68,0
115,3,68,0x00000044,68,0
116,3,68,0x00000044,68,0
117,3,68,0x00000044,68,0
118,3,68,0x00000044,68,0
119,3,68,0x00000044,68,0
120,3,68,0x00000044,68,0
121,3,68,0x00000044,68,0
122,3,68,0x00000044,68,0
123,3,68,0x00000044,68,0
124,3,68,0x00000044,68,0
125,3,68,0x00000044,68,0
126,3,68,0x00000044,68,0
127,3,68,0x00000044,68,0
0,4,68,0x00000044,68,0
1,4,68,0x00000044,68,0
2,4,68,0x00000044,68,0
3,4,68,0x00000044,68,0
4,4,68,0x00000044,68,0
5,4,68,0x00000044,68,0
6,4,68,0x00000044,68,0
7,4,68,0x00000044,68,0
8,4,68,0x00000044,68,0
9,4,68,0x00000044,68,0
10,4,68,0x00000044,68,0
11,4,68,0x00000044,68,0
12,4,68,0x00000044,68,0
13,4,68,0x00000044,68,0
14,4,68,0x00000044,68,0
15,4,68,0x00000044,68,0
16,4,68,0x00000044,68,0
17,4,68,0x00000044,68,0
18,4,68,0x00000044,68,0
19,4,68,0x00000044,68,0
20,4,68,0x00000044,68,0
21,4,68,0x00000044,68,0
22,4,68,0x00000044,68,0
23,4,68,0x00000044,68,0
24,4,68,0x00000044,68,0
25,4,68,0x00000044,68,0
26,4,68,0x00000044,68,0
27,4,68,0x00000044,68,0
28,4,68,0x00000044,68,0
29,4,68,0x00000044,68,0
30,4,68,0x00000044,68,0
31,4,68,0x00000044,68,0
32,4,68,0x00000044,68,0
33,4,68,0x00000044,68,0
34,4,68,0x00000044,68,0
35,4,68,0x00000044,68,0
36,4,68,0x00000044,68,0
37,4,68,0x00000044,68,0
38,4,68,0x00000044,68,0
39,4,68,0x00000044,68,0
40,4,68,0x00000044,68,0
41,4,68,0x00000044,68,0
42,4,68,0x00000044,68,0
43,4,68,0x00000044,68,0
44,4,68,0x00000044,68,0
45,4,68,0x00000044,68,0
46,4,68,0x00000044,68,0
47,4,68,0x00000044,68,0
48,4,68,0x00000044,68,0
49,4,68,0x00000044,68,0
50,4,68,0x00000044,68,0
51,4,68,0x00000044,68,0
52,4,68,0x00000044,68,0
53,4,68,0x00000044,68,0
54,4,68,0x00000044,68,0
55,4,68,0x00000044,68,0
56,4,68,0x00000044,68,0
57,4,68,0x00000044,68,0
58,4,68,0x00000044,68,0
59,4,68,0x00000044,68,0
60,4,68,0x00000044,68,0
61,4,68,0x00000044,68,0
62,4,68,0x00000044,68,0
63,4,68,0x00000044,68,0
64,4,68,0x00000044,68,0
65,4,68,0x00000044,68,0
66,4,68,0x00000044,68,0
67,4,68,0x00000044,68,0
68,4,68,0x00000044,68,0
69,4,68,0x00000044,68,0
70,4,68,0x00000044,68,0
71,4,68,0x00000044,68,0
72,4,68,0x00000044,68,0
73,4,68,0x00000044,68,0
74,4,68,0x00000044,68,0
75,4,68,0x00000044,68,0
76,4,68,0x00000044,68,0
77,4,68,0x00000044,68,0
78,4,68,0x00000044,68,0
79,4,68,0x00000044,68,0
80,4,68,0x00000044,68,0
81,4,68,0x00000044,68,0
82,4,68,0x00000044,68,0
83,4,68,0x00000044,68,0
84,4,68,0x00000044,68,0
85,4,68,0x00000044,68,0
86,4,68,0x00000044,68,0
87,4,68,0x00000044,68,0
88,4,68,0x00000044,68,0
89,4,68,0x00000044,68,0
90,4,68,0x00000044,68,0
91,4,68,0x00000044,68,0
92,4,68,0x00000044,68,0
93,4,68,0x00000044,68,0
94,4,68,0x00000044,68,0
95,4,68,0x00000044,68,0
96,4,68,0x00000044,68,0
97,4,68,0x00000044,68,0
98,4,68,0x00000044,68,0
99,4,68,0x00000044,68,0
100,4,68,0x00000044,68,0
101,4,68,0x00000044,68,0
102,4,68,0x00000044,68,0
103,4,68,0x00000044,68,0
104,4,68,0x00000044,68,0
105,4,68,0x00000044,68,0
106,4,68,0x00000044,68,0
107,4,68,0x00000044,68,0
108,4,68,0x00000044,68,0
109,4,68,0x00000044,68,0
110,4,68,0x00000044,68,0
111,4,68,0x00000044,68,0
112,4,68,0x00000044,68,0
113,4,68,0x00000044,68,0
114,4,68,0x00000044,68,0
115,4,68,0x00000044,68,0
116,4,68,0x00000044,68,0
117,4,68,0x00000044,68,0
118,4,68,0x00000044,68,0
119,4,68,0x00000044,68,0
120,4,68,0x00000044,68,0
121,4,68,0x00000044,68,0
122,4,68,0x00000044,68,0
123,4,68,0x00000044,68,0
124,4,68,0x00000044,68,0
125,4,68,0x00000044,68,0
126,4,68,0x00000044,68,0
127,4,68,0x00000044,68,0
0,5,68,0x00000044,68,0
1,5,68,0x00000044,68,0
2,5,68,0x00000044,68,0
3,5,68,0x00000044,68,0
4,5,68,0x00000044,68,0
5,5,68,0x00000044,68,0
6,5,68,0x00000044,68,0
7,5,68,0x00000044,68,0
8,5,68,0x00000044,68,0
9,5,68,0x00000044,68,0
10,5,68,0x00000044,68,0
11,5,68,0x00000044,68,0
12,5,68,0x00000044,68,0
13,5,68,0x00000044,68,0
14,5,68,0x00000044,68,0
15,5,68,0x00000044,68,0
16,5,68,0x00000044,68,0
17,5,68,0x00000044,68,0
18,5,68,0x00000044,68,0
19,5,68,0x00000044,68,0
20,5,68,0x00000044,68,0
21,5,68,0x00000044,68,0
22,5,68,0x00000044,68,0
23,5,68,0x00000044,68,0
24,5,68,0x00000044,68,0
25,5,68,0x00000044,68,0
26,5,68,0x00000044,68,0
27,5,68,0x00000044,68,0
28,5,68,0x00000044,68,0
29,5,68,0x00000044,68,0
30,5,68,0x00000044,68,0
31,5,68,0x00000044,68,0
32,5,68,0x00000044,68,0
33,5,68,0x00000044,68,0
34,5,68,0x00000044,68,0
35,5,68,0x00000044,68,0
36,5,68,0x00000044,68,0
37,5,68,0x00000044,68,0
38,5,68,0x00000044,68,0
39,5,68,0x00000044,68,0
40,5,68,0x00000044,68,0
41,5,68,0x00000044,68,0
42,5,68,0x00000044,68,0
43,5,68,0x00000044,68,0
44,5,68,0x00000044,68,0
45,5,68,0x00000044,68,0
46,5,68,0x00000044,68,0
47,5,68,0x00000044,68,0
48,5,68,0x00000044,68,0
49,5,68,0x00000044,68,0
50,5,68,0x00000044,68,0
51,5,68,0x00000044,68,0
52,5,68,0x00000044,68,0
53,5,68,0x00000044,68,0
54,5,68,0x00000044,68,0
55,5,68,0x00000044,68,0
56,5,68,0x00000044,68,0
57,5,68,0x00000044,68,0
58,5,68,0x00000044,68,0
59,5,68,0x00000044,68,0
60,5,68,0x00000044,68,0
61,5,68,0x00000044,68,0
62,5,68,0x00000044,68,0
63,5,68,0x00000044,68,0
64,5,68,0x00000044,68,0
65,5,68,0x00000044,68,0
66,5,68,0x00000044,68,0
67,5,68,0x00000044,68,0
68,5,68,0x00000044,68,0
69,5,68,0x00000044,68,0
70,5,68,0x00000044,68,0
71,5,68,0x00000044,68,0
72,5,68,0x00000044,68,0
73,5,68,0x00000044,68,0
74,5,68,0x00000044,68,0
75,5,68,0x00000044,68,0
76,5,68,0x00000044,68,0
77,5,68,0x00000044,68,0
78,5,68,0x00000044,68,0
79,5,68,0x00000044,68,0
80,5,68,0x00000044,68,0
81,5,68,0x00000044,68,0
82,5,68,0x00000044,68,0
83,5,68,0x00000044,68,0
84,5,68,0x00000044,68,0
85,5,68,0x00000044,68,0
86,5,68,0x00000044,68,0
87,5,68,0x00000044,68,0
88,5,68,0x00000044,68,0
89,5,68,0x00000044,68,0
90,5,68,0x00000044,68,0
91,5,68,0x00000044,68,0
92,5,68,0x00000044,68,0
93,5,68,0x00000044,68,0
94,5,68,0x00000044,68,0
95,5,68,0x00000044,68,0
96,5,68,0x00000044,68,0
97,5,68,0x00000044,68,0
98,5,68,0x00000044,68,0
99,5,68,0x00000044,68,0
100,5,68,0x00000044,68,0
101,5,68,0x00000044,68,0
102,5,68,0x00000044,68,0
103,5,68,0x00000044,68,0
104,5,68,0x00000044,68,0
105,5,68,0x00000044,68,0
106,5,68,0x00000044,68,0
107,5,68,0x00000044,68,0
108,5,68,0x00000044,68,0
109,5,68,0x00000044,68,0
110,5,68,0x00000044,68,0
111,5,68,0x00000044,68,0
112,5,68,0x00000044,68,0
113,5,68,0x00000044,68,0
114,5,68,0x00000044,68,0
115,5,68,0x00000044,68,0
116,5,68,0x00000044,68,0
117,5,68,0x00000044,68,0
118,5,68,0x00000044,68,0
119,5,68,0x00000044,68,0
120,5,68,0x00000044,68,0
121,5,68,0x00000044,68,0
122,5,68,0x00000044,68,0
123,5,68,0x00000044,68,0
124,5,68,0x00000044,68,0
125,5,68,0x00000044,68,0
126,5,68,0x00000044,68,0
127,5,68,0x00000044,68,0
0,6,68,0x00000044,68,0
1,6,68,0x00000044,68,0
2,6,68,0x00000044,68,0
3,6,68,0x00000044,68,0
4,6,68,0x00000044,68,0
5,6,68,0x00000044,68,0
6,6,68,0x00000044,68,0
7,6,68,0x00000044,68,0
8,6,68,0x00000044,68,0
9,6,68,0x00000044,68,0
10,6,68,0x00000044,68,0
11,6,68,0x00000044,68,0
12,6,68,0x00000044,68,0
13,6,68,0x00000044,68,0
14,6,68,0x00000044,68,0
15,6,68,0x00000044,68,0
16,6,68,0x00000044,68,0
17,6,68,0x00000044,68,0
18,6,68,0x00000044,68,0
19,6,68,0x00000044,68,0
20,6,68,0x00000044,68,0
21,6,68,0x00000044,68,0
22,6,68,0x00000044,68,0
23,6,68,0x00000044,68,0
24,6,68,0x00000044,68,0
25,6,68,0x00000044,68,0
26,6,68,0x00000044,68,0
27,6,68,0x00000044,68,0
28,6,68,0x00000044,68,0
29,6,68,0x00000044,68,0
30,6,68,0x00000044,68,0
31,6,68,0x00000044,68,0
32,6,68,0x00000044,68,0
33,6,68,0x00000044,68,0
34,6,68,0x00000044,68,0
35,6,68,0x00000044,68,0
36,6,68,0x00000044,68,0
37,6,68,0x00000044,68,0
38,6,68,0x00000044,68,0
39,6,68,0x00000044,68,0
40,6,68,0x00000044,68,0
41,6,68,0x00000044,68,0
42,6,68,0x00000044,68,0
43,6,68,0x00000044,68,0
44,6,68,0x00000044,68,0
45,6,68,0x00000044,68,0
46,6,68,0x00000044,68,0
47,6,68,0x00000044,68,0
48,6,68,0x00000044,68,0
49,6,68,0x00000044,68,0
50,6,68,0x00000044,68,0
51,6,68,0x00000044,68,0
52,6,68,0x00000044,68,0
53,6,68,0x00000044,68,0
54,6,68,0x00000044,68,0
55,6,68,0x00000044,68,0
56,6,68,0x00000044,68,0
57,6,68,0x00000044,68,0
58,6,68,0x00000044,68,0
59,6,68,0x00000044,68,0
60,6,68,0x00000044,68,0
61,6,68,0x00000044,68,0
62,6,68,0x00000044,68,0
63,6,68,0x00000044,68,0
64,6,68,0x00000044,68,0
65,6,68,0x00000044,68,0
66,6,68,0x00000044,68,0
67,6,68,0x00000044,68,0
68,6,68,0x00000044,68,0
69,6,68,0x00000044,68,0
70,6,68,0x00000044,68,0
71,6,68,0x00000044,68,0
72,6,68,0x00000044,68,0
73,6,68,0x00000044,68,0
74,6,68,0x00000044,68,0
75,6,68,0x00000044,68,0
76,6,68,0x00000044,68,0
77,6,68,0x00000044,68,0
78,6,68,0x00000044,68,0
79,6,68,0x00000044,68,0
80,6,68,0x00000044,68,0
81,6,68,0x00000044,68,0
82,6,68,0x00000044,68,0
83,6,68,0x00000044,68,0
84,6,68,0x00000044,68,0
85,6,68,0x00000044,68,0
86,6,68,0x00000044,68,0
87,6,68,0x00000044,68,0
88,6,68,0x00000044,68,0
89,6,68,0x00000044,68,0
90,6,68,0x00000044,68,0
91,6,68,0x00000044,68,0
92,6,68,0x00000044,68,0
93,6,68,0x00000044,68,0
94,6,68,0x00000044,68,0
95,6,68,0x00000044,68,0
96,6,68,0x00000044,68,0
97,6,68,0x00000044,68,0
98,6,68,0x00000044,68,0
99,6,68,0x00000044,68,0
100,6,68,0x00000044,68,0
101,6,68,0x00000044,68,0
102,6,68,0x00000044,68,0
103,6,68,0x00000044,68,0
