part_index,offset_x,offset_y,part_width,part_height,u0,v0,u1,v1,pixel_x0,pixel_y0,pixel_x1,pixel_y1
48,0.0,0.0,24.0,24.0,0.1875,0.16129031777381897,0.24519230425357819,0.20967741310596466,78,80,102,104
49,0.0,0.0,24.0,24.0,0.25,0.16129031777381897,0.3076923191547394,0.20967741310596466,104,80,128,104
50,0.0,0.0,24.0,24.0,0.3125,0.16129031777381897,0.3701923191547394,0.20967741310596466,130,80,154,104
51,0.0,0.0,24.0,24.0,0.375,0.16129031777381897,0.4326923191547394,0.20967741310596466,156,80,180,104
52,0.0,0.0,24.0,24.0,0.4375,0.16129031777381897,0.4951923191547394,0.20967741310596466,182,80,206,104
53,0.0,0.0,24.0,24.0,0.5,0.16129031777381897,0.557692289352417,0.20967741310596466,208,80,232,104
54,0.0,0.0,24.0,24.0,0.5625,0.16129031777381897,0.620192289352417,0.20967741310596466,234,80,258,104
55,0.0,0.0,24.0,24.0,0.625,0.16129031777381897,0.682692289352417,0.20967741310596466,260,80,284,104
56,0.0,0.0,24.0,24.0,0.6875,0.16129031777381897,0.745192289352417,0.20967741310596466,286,80,310,104
57,0.0,0.0,24.0,24.0,0.75,0.16129031777381897,0.807692289352417,0.20967741310596466,312,80,336,104
58,0.0,0.0,24.0,24.0,0.8125,0.16129031777381897,0.870192289352417,0.20967741310596466,338,80,362,104
59,0.0,0.0,24.0,24.0,0.875,0.16129031777381897,0.932692289352417,0.20967741310596466,364,80,388,104
60,0.0,0.0,24.0,24.0,0.0,0.21370968222618103,0.057692307978868484,0.2620967626571655,0,106,24,130
61,0.0,0.0,24.0,24.0,0.0625,0.21370968222618103,0.12019230425357819,0.2620967626571655,26,106,50,130
62,0.0,0.0,24.0,24.0,0.125,0.21370968222618103,0.18269230425357819,0.2620967626571655,52,106,76,130
63,0.0,0.0,24.0,24.0,0.1875,0.21370968222618103,0.24519230425357819,0.2620967626571655,78,106,102,130
64,0.0,0.0,24.0,24.0,0.25,0.21370968222618103,0.3076923191547394,0.2620967626571655,104,106,128,130
65,0.0,0.0,24.0,24.0,0.3125,0.21370968222618103,0.3701923191547394,0.2620967626571655,130,106,154,130
66,0.0,0.0,24.0,24.0,0.375,0.21370968222618103,0.4326923191547394,0.2620967626571655,156,106,180,130
67,0.0,0.0,24.0,24.0,0.4375,0.21370968222618103,0.4951923191547394,0.2620967626571655,182,106,206,130
68,0.0,0.0,24.0,24.0,0.5,0.21370968222618103,0.557692289352417,0.2620967626571655,208,106,232,130
69,0.0,0.0,24.0,24.0,0.5625,0.21370968222618103,0.620192289352417,0.2620967626571655,234,106,258,130
70,0.0,0.0,24.0,24.0,0.625,0.21370968222618103,0.682692289352417,0.2620967626571655,260,106,284,130
71,0.0,0.0,24.0,24.0,0.6875,0.21370968222618103,0.745192289352417,0.2620967626571655,286,106,310,130
72,0.0,0.0,24.0,24.0,0.75,0.21370968222618103,0.807692289352417,0.2620967626571655,312,106,336,130
73,0.0,0.0,24.0,24.0,0.8125,0.21370968222618103,0.870192289352417,0.2620967626571655,338,106,362,130
74,0.0,0.0,24.0,24.0,0.875,0.21370968222618103,0.932692289352417,0.2620967626571655,364,106,388,130
75,0.0,0.0,24.0,24.0,0.0,0.2661290466785431,0.057692307978868484,0.3145161271095276,0,132,24,156
76,0.0,0.0,24.0,24.0,0.0625,0.2661290466785431,0.12019230425357819,0.3145161271095276,26,132,50,156
77,0.0,0.0,24.0,24.0,0.125,0.2661290466785431,0.18269230425357819,0.3145161271095276,52,132,76,156
78,0.0,0.0,24.0,24.0,0.1875,0.2661290466785431,0.24519230425357819,0.3145161271095276,78,132,102,156
79,0.0,0.0,24.0,24.0,0.25,0.2661290466785431,0.3076923191547394,0.3145161271095276,104,132,128,156
80,0.0,0.0,24.0,24.0,0.3125,0.2661290466785431,0.3701923191547394,0.3145161271095276,130,132,154,156
81,0.0,0.0,24.0,24.0,0.375,0.2661290466785431,0.4326923191547394,0.3145161271095276,156,132,180,156
82,0.0,0.0,24.0,24.0,0.4375,0.2661290466785431,0.4951923191547394,0.3145161271095276,182,132,206,156
83,0.0,0.0,24.0,24.0,0.5,0.2661290466785431,0.557692289352417,0.3145161271095276,208,132,232,156
84,0.0,0.0,24.0,24.0,0.5625,0.2661290466785431,0.620192289352417,0.3145161271095276,234,132,258,156
85,0.0,0.0,24.0,24.0,0.625,0.2661290466785431,0.682692289352417,0.3145161271095276,260,132,284,156
86,0.0,0.0,24.0,24.0,0.6875,0.2661290466785431,0.745192289352417,0.3145161271095276,286,132,310,156
87,0.0,0.0,24.0,24.0,0.75,0.2661290466785431,0.807692289352417,0.3145161271095276,312,132,336,156
88,0.0,0.0,24.0,24.0,0.8125,0.2661290466785431,0.870192289352417,0.3145161271095276,338,132,362,156
89,0.0,0.0,24.0,24.0,0.875,0.2661290466785431,0.932692289352417,0.3145161271095276,364,132,388,156
90,0.0,0.0,24.0,24.0,0.0,0.31854838132858276,0.057692307978868484,0.36693549156188965,0,158,24,182
91,0.0,0.0,24.0,24.0,0.0625,0.31854838132858276,0.12019230425357819,0.36693549156188965,26,158,50,182
92,0.0,0.0,24.0,24.0,0.125,0.31854838132858276,0.18269230425357819,0.36693549156188965,52,158,76,182
93,0.0,0.0,24.0,24.0,0.1875,0.31854838132858276,0.24519230425357819,0.36693549156188965,78,158,102,182
94,0.0,0.0,24.0,24.0,0.25,0.31854838132858276,0.3076923191547394,0.36693549156188965,104,158,128,182
95,0.0,0.0,24.0,24.0,0.3125,0.31854838132858276,0.3701923191547394,0.36693549156188965,130,158,154,182
96,0.0,0.0,24.0,24.0,0.375,0.31854838132858276,0.4326923191547394,0.36693549156188965,156,158,180,182
97,0.0,0.0,24.0,24.0,0.4375,0.31854838132858276,0.4951923191547394,0.36693549156188965,182,158,206,182
98,0.0,0.0,24.0,24.0,0.5,0.31854838132858276,0.557692289352417,0.36693549156188965,208,158,232,182
99,0.0,0.0,24.0,24.0,0.5625,0.31854838132858276,0.620192289352417,0.36693549156188965,234,158,258,182
100,0.0,0.0,24.0,24.0,0.625,0.31854838132858276,0.682692289352417,0.36693549156188965,260,158,284,182
101,0.0,0.0,24.0,24.0,0.6875,0.31854838132858276,0.745192289352417,0.36693549156188965,286,158,310,182
102,0.0,0.0,24.0,24.0,0.75,0.31854838132858276,0.807692289352417,0.36693549156188965,312,158,336,182
103,0.0,0.0,24.0,24.0,0.8125,0.31854838132858276,0.870192289352417,0.36693549156188965,338,158,362,182
104,0.0,0.0,24.0,24.0,0.875,0.31854838132858276,0.932692289352417,0.36693549156188965,364,158,388,182
105,0.0,0.0,24.0,24.0,0.0,0.3709677457809448,0.057692307978868484,0.4193548262119293,0,184,24,208
106,0.0,0.0,24.0,24.0,0.0625,0.3709677457809448,0.12019230425357819,0.4193548262119293,26,184,50,208
107,0.0,0.0,24.0,24.0,0.125,0.3709677457809448,0.18269230425357819,0.4193548262119293,52,184,76,208
108,0.0,0.0,24.0,24.0,0.1875,0.3709677457809448,0.24519230425357819,0.4193548262119293,78,184,102,208
109,0.0,0.0,24.0,24.0,0.25,0.3709677457809448,0.3076923191547394,0.4193548262119293,104,184,128,208
110,0.0,0.0,24.0,24.0,0.3125,0.3709677457809448,0.3701923191547394,0.4193548262119293,130,184,154,208
111,0.0,0.0,24.0,24.0,0.375,0.3709677457809448,0.4326923191547394,0.4193548262119293,156,184,180,208
112,0.0,0.0,24.0,24.0,0.4375,0.3709677457809448,0.4951923191547394,0.4193548262119293,182,184,206,208
113,0.0,0.0,24.0,24.0,0.5,0.3709677457809448,0.557692289352417,0.4193548262119293,208,184,232,208
114,0.0,0.0,24.0,24.0,0.5625,0.3709677457809448,0.620192289352417,0.4193548262119293,234,184,258,208
115,0.0,0.0,24.0,24.0,0.625,0.3709677457809448,0.682692289352417,0.4193548262119293,260,184,284,208
116,0.0,0.0,24.0,24.0,0.6875,0.3709677457809448,0.745192289352417,0.4193548262119293,286,184,310,208
117,0.0,0.0,24.0,24.0,0.75,0.3709677457809448,0.807692289352417,0.4193548262119293,312,184,336,208
118,0.0,0.0,24.0,24.0,0.8125,0.3709677457809448,0.870192289352417,0.4193548262119293,338,184,362,208
119,0.0,0.0,24.0,24.0,0.875,0.3709677457809448,0.932692289352417,0.4193548262119293,364,184,388,208
120,0.0,0.0,24.0,24.0,0.0,0.4233871102333069,0.057692307978868484,0.4717741906642914,0,210,24,234
121,0.0,0.0,24.0,24.0,0.0625,0.4233871102333069,0.12019230425357819,0.4717741906642914,26,210,50,234
122,0.0,0.0,24.0,24.0,0.125,0.4233871102333069,0.18269230425357819,0.4717741906642914,52,210,76,234
123,0.0,0.0,24.0,24.0,0.1875,0.4233871102333069,0.24519230425357819,0.4717741906642914,78,210,102,234
124,0.0,0.0,24.0,24.0,0.25,0.4233871102333069,0.3076923191547394,0.4717741906642914,104,210,128,234
125,0.0,0.0,24.0,24.0,0.3125,0.4233871102333069,0.3701923191547394,0.4717741906642914,130,210,154,234
126,0.0,0.0,24.0,24.0,0.375,0.4233871102333069,0.4326923191547394,0.4717741906642914,156,210,180,234
127,0.0,0.0,24.0,24.0,0.4375,0.4233871102333069,0.4951923191547394,0.4717741906642914,182,210,206,234
128,0.0,0.0,24.0,24.0,0.5,0.4233871102333069,0.557692289352417,0.4717741906642914,208,210,232,234
129,0.0,0.0,24.0,24.0,0.5625,0.4233871102333069,0.620192289352417,0.4717741906642914,234,210,258,234
130,0.0,0.0,24.0,24.0,0.625,0.4233871102333069,0.682692289352417,0.4717741906642914,260,210,284,234
131,0.0,0.0,24.0,24.0,0.6875,0.4233871102333069,0.745192289352417,0.4717741906642914,286,210,310,234
132,0.0,0.0,24.0,24.0,0.75,0.4233871102333069,0.807692289352417,0.4717741906642914,312,210,336,234
133,0.0,0.0,24.0,24.0,0.8125,0.4233871102333069,0.870192289352417,0.4717741906642914,338,210,362,234
134,0.0,0.0,24.0,24.0,0.875,0.4233871102333069,0.932692289352417,0.4717741906642914,364,210,388,234
135,0.0,0.0,24.0,24.0,0.0,0.47580644488334656,0.057692307978868484,0.524193525314331,0,236,24,260
136,0.0,0.0,24.0,24.0,0.0625,0.47580644488334656,0.12019230425357819,0.524193525314331,26,236,50,260
137,0.0,0.0,24.0,24.0,0.125,0.47580644488334656,0.18269230425357819,0.524193525314331,52,236,76,260
138,0.0,0.0,24.0,24.0,0.1875,0.47580644488334656,0.24519230425357819,0.524193525314331,78,236,102,260
139,0.0,0.0,24.0,24.0,0.25,0.47580644488334656,0.3076923191547394,0.524193525314331,104,236,128,260
140,0.0,0.0,24.0,24.0,0.3125,0.47580644488334656,0.3701923191547394,0.524193525314331,130,236,154,260
141,0.0,0.0,24.0,24.0,0.375,0.47580644488334656,0.4326923191547394,0.524193525314331,156,236,180,260
142,0.0,0.0,24.0,24.0,0.4375,0.47580644488334656,0.4951923191547394,0.524193525314331,182,236,206,260
143,0.0,0.0,24.0,24.0,0.5,0.47580644488334656,0.557692289352417,0.524193525314331,208,236,232,260
144,0.0,0.0,24.0,24.0,0.5625,0.47580644488334656,0.620192289352417,0.524193525314331,234,236,258,260
145,0.0,0.0,24.0,24.0,0.625,0.47580644488334656,0.682692289352417,0.524193525314331,260,236,284,260
146,0.0,0.0,24.0,24.0,0.6875,0.47580644488334656,0.745192289352417,0.524193525314331,286,236,310,260
147,0.0,0.0,24.0,24.0,0.75,0.47580644488334656,0.807692289352417,0.524193525314331,312,236,336,260
148,0.0,0.0,24.0,24.0,0.8125,0.47580644488334656,0.870192289352417,0.524193525314331,338,236,362,260
149,0.0,0.0,24.0,24.0,0.875,0.47580644488334656,0.932692289352417,0.524193525314331,364,236,388,260
150,0.0,0.0,24.0,24.0,0.0,0.5282257795333862,0.057692307978868484,0.5766128897666931,0,262,24,286
151,0.0,0.0,24.0,24.0,0.0625,0.5282257795333862,0.12019230425357819,0.5766128897666931,26,262,50,286
152,0.0,0.0,24.0,24.0,0.125,0.5282257795333862,0.18269230425357819,0.5766128897666931,52,262,76,286
153,0.0,0.0,24.0,24.0,0.1875,0.5282257795333862,0.24519230425357819,0.5766128897666931,78,262,102,286
154,0.0,0.0,24.0,24.0,0.25,0.5282257795333862,0.3076923191547394,0.5766128897666931,104,262,128,286
155,0.0,0.0,24.0,24.0,0.3125,0.5282257795333862,0.3701923191547394,0.5766128897666931,130,262,154,286
156,0.0,0.0,24.0,24.0,0.375,0.5282257795333862,0.4326923191547394,0.5766128897666931,156,262,180,286
157,0.0,0.0,24.0,24.0,0.4375,0.5282257795333862,0.4951923191547394,0.5766128897666931,182,262,206,286
158,0.0,0.0,24.0,24.0,0.5,0.5282257795333862,0.557692289352417,0.5766128897666931,208,262,232,286
159,0.0,0.0,24.0,24.0,0.5625,0.5282257795333862,0.620192289352417,0.5766128897666931,234,262,258,286
160,0.0,0.0,24.0,24.0,0.625,0.5282257795333862,0.682692289352417,0.5766128897666931,260,262,284,286
161,0.0,0.0,24.0,24.0,0.6875,0.5282257795333862,0.745192289352417,0.5766128897666931,286,262,310,286
162,0.0,0.0,24.0,24.0,0.75,0.5282257795333862,0.807692289352417,0.5766128897666931,312,262,336,286
163,0.0,0.0,24.0,24.0,0.8125,0.5282257795333862,0.870192289352417,0.5766128897666931,338,262,362,286
164,0.0,0.0,24.0,24.0,0.875,0.5282257795333862,0.932692289352417,0.5766128897666931,364,262,388,286
165,0.0,0.0,24.0,24.0,0.0,0.5806451439857483,0.057692307978868484,0.6290322542190552,0,288,24,312
166,0.0,0.0,24.0,24.0,0.0625,0.5806451439857483,0.12019230425357819,0.6290322542190552,26,288,50,312
167,0.0,0.0,24.0,24.0,0.125,0.5806451439857483,0.18269230425357819,0.6290322542190552,52,288,76,312
168,0.0,0.0,24.0,24.0,0.1875,0.5806451439857483,0.24519230425357819,0.6290322542190552,78,288,102,312
169,0.0,0.0,24.0,24.0,0.25,0.5806451439857483,0.3076923191547394,0.6290322542190552,104,288,128,312
170,0.0,0.0,24.0,24.0,0.3125,0.5806451439857483,0.3701923191547394,0.6290322542190552,130,288,154,312
171,0.0,0.0,24.0,24.0,0.375,0.5806451439857483,0.4326923191547394,0.6290322542190552,156,288,180,312
172,0.0,0.0,24.0,24.0,0.4375,0.5806451439857483,0.4951923191547394,0.6290322542190552,182,288,206,312
173,0.0,0.0,24.0,24.0,0.5,0.5806451439857483,0.557692289352417,0.6290322542190552,208,288,232,312
174,0.0,0.0,24.0,24.0,0.5625,0.5806451439857483,0.620192289352417,0.6290322542190552,234,288,258,312
175,0.0,0.0,24.0,24.0,0.625,0.5806451439857483,0.682692289352417,0.6290322542190552,260,288,284,312
176,0.0,0.0,24.0,24.0,0.6875,0.5806451439857483,0.745192289352417,0.6290322542190552,286,288,310,312
177,0.0,0.0,24.0,24.0,0.75,0.5806451439857483,0.807692289352417,0.6290322542190552,312,288,336,312
178,0.0,0.0,24.0,24.0,0.8125,0.5806451439857483,0.870192289352417,0.6290322542190552,338,288,362,312
179,0.0,0.0,24.0,24.0,0.875,0.5806451439857483,0.932692289352417,0.6290322542190552,364,288,388,312
180,0.0,0.0,24.0,24.0,0.0,0.6330645084381104,0.057692307978868484,0.6814516186714172,0,314,24,338
181,0.0,0.0,24.0,24.0,0.0625,0.6330645084381104,0.12019230425357819,0.6814516186714172,26,314,50,338
182,0.0,0.0,24.0,24.0,0.125,0.6330645084381104,0.18269230425357819,0.6814516186714172,52,314,76,338
183,0.0,0.0,24.0,24.0,0.1875,0.6330645084381104,0.24519230425357819,0.6814516186714172,78,314,102,338
184,0.0,0.0,24.0,24.0,0.25,0.6330645084381104,0.3076923191547394,0.6814516186714172,104,314,128,338
185,0.0,0.0,24.0,24.0,0.3125,0.6330645084381104,0.3701923191547394,0.6814516186714172,130,314,154,338
186,0.0,0.0,24.0,24.0,0.375,0.6330645084381104,0.4326923191547394,0.6814516186714172,156,314,180,338
187,0.0,0.0,24.0,24.0,0.4375,0.6330645084381104,0.4951923191547394,0.6814516186714172,182,314,206,338
188,0.0,0.0,24.0,24.0,0.5,0.6330645084381104,0.557692289352417,0.6814516186714172,208,314,232,338
189,0.0,0.0,24.0,24.0,0.5625,0.6330645084381104,0.620192289352417,0.6814516186714172,234,314,258,338
190,0.0,0.0,24.0,24.0,0.625,0.6330645084381104,0.682692289352417,0.6814516186714172,260,314,284,338
191,0.0,0.0,24.0,24.0,0.6875,0.6330645084381104,0.745192289352417,0.6814516186714172,286,314,310,338
192,0.0,0.0,24.0,24.0,0.75,0.6330645084381104,0.807692289352417,0.6814516186714172,312,314,336,338
193,0.0,0.0,24.0,24.0,0.8125,0.6330645084381104,0.870192289352417,0.6814516186714172,338,314,362,338
194,0.0,0.0,24.0,24.0,0.875,0.6330645084381104,0.932692289352417,0.6814516186714172,364,314,388,338
195,0.0,0.0,24.0,24.0,0.0,0.6854838728904724,0.057692307978868484,0.7338709831237793,0,340,24,364
196,0.0,0.0,24.0,24.0,0.0625,0.6854838728904724,0.12019230425357819,0.7338709831237793,26,340,50,364
197,0.0,0.0,24.0,24.0,0.125,0.6854838728904724,0.18269230425357819,0.7338709831237793,52,340,76,364
198,0.0,0.0,24.0,24.0,0.1875,0.6854838728904724,0.24519230425357819,0.7338709831237793,78,340,102,364
199,0.0,0.0,24.0,24.0,0.25,0.6854838728904724,0.3076923191547394,0.7338709831237793,104,340,128,364
200,0.0,0.0,24.0,24.0,0.3125,0.6854838728904724,0.3701923191547394,0.7338709831237793,130,340,154,364
201,0.0,0.0,24.0,24.0,0.375,0.6854838728904724,0.4326923191547394,0.7338709831237793,156,340,180,364
202,0.0,0.0,24.0,24.0,0.4375,0.6854838728904724,0.4951923191547394,0.7338709831237793,182,340,206,364
203,0.0,0.0,24.0,24.0,0.5,0.6854838728904724,0.557692289352417,0.7338709831237793,208,340,232,364
204,0.0,0.0,24.0,24.0,0.5625,0.6854838728904724,0.620192289352417,0.7338709831237793,234,340,258,364
205,0.0,0.0,24.0,24.0,0.625,0.6854838728904724,0.682692289352417,0.7338709831237793,260,340,284,364
206,0.0,0.0,24.0,24.0,0.6875,0.6854838728904724,0.745192289352417,0.7338709831237793,286,340,310,364
207,0.0,0.0,24.0,24.0,0.75,0.6854838728904724,0.807692289352417,0.7338709831237793,312,340,336,364
208,0.0,0.0,24.0,24.0,0.8125,0.6854838728904724,0.870192289352417,0.7338709831237793,338,340,362,364
209,0.0,0.0,24.0,24.0,0.875,0.6854838728904724,0.932692289352417,0.7338709831237793,364,340,388,364
210,0.0,0.0,24.0,24.0,0.0,0.7379032373428345,0.057692307978868484,0.7862903475761414,0,366,24,390
211,0.0,0.0,24.0,24.0,0.0625,0.7379032373428345,0.12019230425357819,0.7862903475761414,26,366,50,390
212,0.0,0.0,24.0,24.0,0.125,0.7379032373428345,0.18269230425357819,0.7862903475761414,52,366,76,390
213,0.0,0.0,24.0,24.0,0.1875,0.7379032373428345,0.24519230425357819,0.7862903475761414,78,366,102,390
214,0.0,0.0,24.0,24.0,0.25,0.7379032373428345,0.3076923191547394,0.7862903475761414,104,366,128,390
215,0.0,0.0,24.0,24.0,0.3125,0.7379032373428345,0.3701923191547394,0.7862903475761414,130,366,154,390
216,0.0,0.0,24.0,24.0,0.375,0.7379032373428345,0.4326923191547394,0.7862903475761414,156,366,180,390
217,0.0,0.0,24.0,24.0,0.4375,0.7379032373428345,0.4951923191547394,0.7862903475761414,182,366,206,390
218,0.0,0.0,24.0,24.0,0.5,0.7379032373428345,0.557692289352417,0.7862903475761414,208,366,232,390
219,0.0,0.0,24.0,24.0,0.5625,0.7379032373428345,0.620192289352417,0.7862903475761414,234,366,258,390
220,0.0,0.0,24.0,24.0,0.625,0.7379032373428345,0.682692289352417,0.7862903475761414,260,366,284,390
221,0.0,0.0,24.0,24.0,0.6875,0.7379032373428345,0.745192289352417,0.7862903475761414,286,366,310,390
222,0.0,0.0,24.0,24.0,0.75,0.7379032373428345,0.807692289352417,0.7862903475761414,312,366,336,390
223,0.0,0.0,24.0,24.0,0.8125,0.7379032373428345,0.870192289352417,0.7862903475761414,338,366,362,390
224,0.0,0.0,24.0,24.0,0.875,0.7379032373428345,0.932692289352417,0.7862903475761414,364,366,388,390
225,0.0,0.0,24.0,24.0,0.0,0.7903226017951965,0.057692307978868484,0.8387096524238586,0,392,24,416
226,0.0,0.0,24.0,24.0,0.0625,0.7903226017951965,0.12019230425357819,0.8387096524238586,26,392,50,416
227,0.0,0.0,24.0,24.0,0.125,0.7903226017951965,0.18269230425357819,0.8387096524238586,52,392,76,416
228,0.0,0.0,24.0,24.0,0.1875,0.7903226017951965,0.24519230425357819,0.8387096524238586,78,392,102,416
229,0.0,0.0,24.0,24.0,0.25,0.7903226017951965,0.3076923191547394,0.8387096524238586,104,392,128,416
230,0.0,0.0,24.0,24.0,0.3125,0.7903226017951965,0.3701923191547394,0.8387096524238586,130,392,154,416
231,0.0,0.0,24.0,24.0,0.375,0.7903226017951965,0.4326923191547394,0.8387096524238586,156,392,180,416
232,0.0,0.0,24.0,24.0,0.4375,0.7903226017951965,0.4951923191547394,0.8387096524238586,182,392,206,416
233,0.0,0.0,24.0,24.0,0.5,0.7903226017951965,0.557692289352417,0.8387096524238586,208,392,232,416
234,0.0,0.0,24.0,24.0,0.5625,0.7903226017951965,0.620192289352417,0.8387096524238586,234,392,258,416
235,0.0,0.0,24.0,24.0,0.625,0.7903226017951965,0.682692289352417,0.8387096524238586,260,392,284,416
236,0.0,0.0,24.0,24.0,0.6875,0.7903226017951965,0.745192289352417,0.8387096524238586,286,392,310,416
237,0.0,0.0,24.0,24.0,0.75,0.7903226017951965,0.807692289352417,0.8387096524238586,312,392,336,416
238,0.0,0.0,24.0,24.0,0.8125,0.7903226017951965,0.870192289352417,0.8387096524238586,338,392,362,416
239,0.0,0.0,24.0,24.0,0.875,0.7903226017951965,0.932692289352417,0.8387096524238586,364,392,388,416
240,0.0,0.0,24.0,24.0,0.0,0.8427419066429138,0.057692307978868484,0.8911290168762207,0,418,24,442
241,0.0,0.0,24.0,24.0,0.0625,0.8427419066429138,0.12019230425357819,0.8911290168762207,26,418,50,442
242,0.0,0.0,24.0,24.0,0.125,0.8427419066429138,0.18269230425357819,0.8911290168762207,52,418,76,442
243,0.0,0.0,24.0,24.0,0.1875,0.8427419066429138,0.24519230425357819,0.8911290168762207,78,418,102,442
